sequence,label
"-1.50,1.37,4.23,7.09,9.95,12.81",arithmetic
"-5.73,-4.73,-3.72,-2.72,-1.71,-0.70,0.30,1.31",arithmetic
"6.16,8.87,11.58,14.29,17.00,19.71,22.42,25.13,27.84,30.55",arithmetic
"-4.59,-1.78,1.03,3.84,6.65,9.46,12.27",arithmetic
"-6.75,-5.36,-3.98,-2.59,-1.21,0.18",arithmetic
"8.91,9.62,10.34,11.06,11.78,12.50",arithmetic
"2.59,3.93,5.27,6.61,7.95,9.29,10.63,11.97,13.31,14.65",arithmetic
"-0.33,0.19,0.71,1.23,1.75,2.27,2.79,3.31",arithmetic
"8.42,10.30,12.17,14.05,15.93,17.81,19.68,21.56,23.44,25.32,27.19",arithmetic
"-1.67,0.03,1.73,3.43,5.12,6.82,8.52,10.22",arithmetic
"-7.15,-4.92,-2.69,-0.46,1.77,4.00,6.24",arithmetic
"-9.49,-8.92,-8.35,-7.78,-7.22",arithmetic
"-9.77,-7.65,-5.53,-3.41,-1.29,0.83,2.95",arithmetic
"-9.85,-8.25,-6.64,-5.04,-3.44,-1.84,-0.24,1.36",arithmetic
"1.07,3.09,5.10,7.12,9.14,11.16,13.17,15.19",arithmetic
"-2.26,-1.14,-0.03,1.09,2.21",arithmetic
"-6.86,-5.12,-3.39,-1.65,0.09,1.82,3.56,5.30,7.04",arithmetic
"7.26,8.63,10.00,11.37,12.74,14.11,15.48,16.85,18.21",arithmetic
"-3.86,-1.64,0.58,2.80,5.01",arithmetic
"8.58,11.53,14.48,17.44,20.39,23.34,26.29,29.24,32.20",arithmetic
"-0.39,0.54,1.48,2.42,3.36",arithmetic
"6.48,9.05,11.61,14.17,16.73,19.29,21.86,24.42,26.98,29.54",arithmetic
"4.95,7.94,10.93,13.91,16.90,19.89,22.88,25.87,28.86,31.84,34.83",arithmetic
"5.90,7.38,8.86,10.34,11.82,13.30,14.78,16.26,17.74,19.22",arithmetic
"-5.93,-3.60,-1.27,1.06,3.39,5.72,8.05",arithmetic
"-2.90,-0.51,1.88,4.28,6.67,9.06,11.45,13.84",arithmetic
"-3.91,-2.96,-2.01,-1.06,-0.11,0.84,1.79,2.75,3.70,4.65,5.60",arithmetic
"-9.41,-7.85,-6.30,-4.74,-3.19,-1.63,-0.08,1.48,3.03,4.59,6.14",arithmetic
"-6.97,-4.38,-1.80,0.79,3.38",arithmetic
"-2.48,0.50,3.49,6.47,9.46,12.44",arithmetic
"0.41,1.98,3.54,5.11,6.67,8.24",arithmetic
"6.20,7.66,9.11,10.57,12.03,13.48,14.94,16.40,17.85,19.31",arithmetic
"-0.60,0.57,1.73,2.90,4.06,5.22,6.39,7.55",arithmetic
"-4.74,-3.90,-3.07,-2.23,-1.40,-0.57,0.27,1.10,1.94,2.77",arithmetic
"-2.19,-1.01,0.18,1.36,2.54,3.73,4.91,6.09",arithmetic
"8.85,11.27,13.69,16.11,18.53",arithmetic
"3.15,3.91,4.67,5.43,6.19,6.96,7.72,8.48,9.24,10.00",arithmetic
"3.90,6.42,8.94,11.45,13.97,16.49",arithmetic
"2.75,5.14,7.53,9.92,12.31",arithmetic
"7.28,9.66,12.04,14.43,16.81,19.20,21.58",arithmetic
"-3.29,-1.93,-0.58,0.78,2.13",arithmetic
"5.13,7.75,10.36,12.98,15.59,18.21,20.82,23.44",arithmetic
"-5.22,-4.72,-4.21,-3.71,-3.20,-2.70,-2.20,-1.69,-1.19",arithmetic
"6.59,8.75,10.91,13.07,15.23,17.40",arithmetic
"8.93,10.76,12.59,14.42,16.25,18.09,19.92,21.75",arithmetic
"-5.33,-4.76,-4.19,-3.62,-3.05,-2.48,-1.91,-1.34,-0.77",arithmetic
"-7.65,-5.33,-3.00,-0.68,1.65,3.97",arithmetic
"-2.52,-1.32,-0.12,1.08,2.29,3.49",arithmetic
"4.23,7.14,10.04,12.95,15.85,18.76,21.66",arithmetic
"7.62,8.14,8.66,9.17,9.69",arithmetic
"8.59,9.33,10.06,10.80,11.54,12.27,13.01,13.75,14.49,15.22,15.96",arithmetic
"-1.27,0.53,2.32,4.11,5.90,7.70,9.49,11.28",arithmetic
"-8.72,-6.48,-4.24,-2.00,0.24",arithmetic
"4.10,6.09,8.09,10.08,12.07,14.06,16.05,18.04,20.03,22.02,24.01",arithmetic
"7.56,10.53,13.49,16.46,19.43,22.39",arithmetic
"-9.20,-7.86,-6.52,-5.19,-3.85,-2.51,-1.17,0.16",arithmetic
"9.91,11.11,12.32,13.53,14.74",arithmetic
"-4.51,-1.64,1.23,4.10,6.97,9.84,12.71,15.58,18.45,21.32",arithmetic
"-6.60,-4.15,-1.69,0.76,3.21,5.67",arithmetic
"7.24,8.18,9.12,10.06,11.00,11.94,12.88,13.82,14.77",arithmetic
"-6.40,-3.83,-1.25,1.33,3.90,6.48,9.05,11.63,14.21,16.78",arithmetic
"-1.58,0.32,2.22,4.12,6.02",arithmetic
"0.22,2.52,4.83,7.13,9.44",arithmetic
"-7.24,-6.22,-5.19,-4.17,-3.14,-2.12,-1.09,-0.07",arithmetic
"9.35,10.69,12.03,13.37,14.71",arithmetic
"8.56,11.33,14.10,16.87,19.64,22.41,25.18",arithmetic
"-0.40,0.54,1.47,2.40,3.33",arithmetic
"6.62,8.11,9.60,11.09,12.58,14.07",arithmetic
"9.58,12.12,14.65,17.19,19.72,22.26,24.80,27.33,29.87,32.41,34.94",arithmetic
"-5.91,-4.46,-3.00,-1.55,-0.10,1.35,2.80,4.25,5.71,7.16,8.61",arithmetic
"-5.84,-4.50,-3.17,-1.83,-0.49,0.84,2.18,3.52,4.85,6.19,7.53",arithmetic
"8.84,10.98,13.12,15.26,17.40,19.54,21.68,23.82",arithmetic
"-0.24,0.62,1.47,2.33,3.18,4.04,4.89",arithmetic
"2.13,3.66,5.18,6.71,8.24,9.76,11.29",arithmetic
"-4.61,-3.02,-1.43,0.17,1.76,3.36,4.95,6.54,8.14",arithmetic
"-3.10,-2.30,-1.50,-0.71,0.09,0.89,1.69,2.48,3.28,4.08,4.88",arithmetic
"-3.62,-1.75,0.12,1.99,3.87",arithmetic
"-5.92,-3.50,-1.08,1.34,3.77,6.19,8.61,11.03,13.45,15.87",arithmetic
"3.80,6.78,9.75,12.73,15.70,18.68,21.65,24.63,27.60",arithmetic
"-8.96,-7.86,-6.76,-5.66,-4.57,-3.47,-2.37,-1.27,-0.18,0.92,2.02",arithmetic
"-5.89,-4.60,-3.30,-2.01,-0.72,0.57",arithmetic
"-4.48,-2.15,0.17,2.49,4.81",arithmetic
"-3.47,-2.55,-1.63,-0.71,0.21,1.13,2.05",arithmetic
"5.32,6.44,7.56,8.68,9.80,10.92,12.04",arithmetic
"-7.01,-5.64,-4.26,-2.89,-1.51,-0.13,1.24,2.62",arithmetic
"-2.25,-0.50,1.24,2.99,4.74,6.48,8.23,9.97",arithmetic
"6.88,9.42,11.97,14.51,17.05,19.59,22.14,24.68,27.22",arithmetic
"-3.70,-3.18,-2.65,-2.12,-1.60,-1.07,-0.55,-0.02,0.51,1.03",arithmetic
"6.01,6.79,7.58,8.36,9.14,9.93,10.71,11.50,12.28,13.06",arithmetic
"-4.71,-4.13,-3.54,-2.96,-2.38,-1.79,-1.21,-0.63,-0.05,0.54,1.12",arithmetic
"-3.11,-2.36,-1.61,-0.86,-0.12,0.63,1.38,2.13,2.88,3.63",arithmetic
"9.98,12.28,14.57,16.87,19.17,21.46,23.76,26.06,28.35,30.65,32.95",arithmetic
"-2.56,-0.25,2.05,4.36,6.66,8.97,11.27,13.58,15.88",arithmetic
"2.07,4.66,7.25,9.84,12.43,15.02,17.61,20.20,22.79,25.38,27.98",arithmetic
"3.35,4.95,6.55,8.15,9.75,11.35,12.94,14.54",arithmetic
"-9.99,-8.26,-6.53,-4.80,-3.07,-1.34,0.39",arithmetic
"2.13,3.77,5.41,7.05,8.69,10.33,11.97,13.61,15.25",arithmetic
"-1.40,0.48,2.36,4.24,6.12,8.00,9.88,11.76,13.64",arithmetic
"-4.97,-2.38,0.20,2.79,5.38,7.97,10.56",arithmetic
"-3.27,-0.48,2.32,5.11,7.90,10.70,13.49,16.29,19.08,21.87",arithmetic
"-7.35,-5.79,-4.22,-2.66,-1.10",arithmetic
"-5.03,-2.30,0.43,3.16,5.90,8.63,11.36,14.09",arithmetic
"8.91,11.12,13.33,15.54,17.75,19.96,22.17",arithmetic
"-0.65,1.64,3.92,6.21,8.49",arithmetic
"4.80,5.62,6.44,7.27,8.09,8.92,9.74,10.56,11.39",arithmetic
"9.13,11.67,14.21,16.75,19.29,21.83,24.37,26.91,29.45,31.99,34.53",arithmetic
"1.59,3.82,6.05,8.27,10.50",arithmetic
"-3.45,-0.58,2.30,5.17,8.05,10.92,13.80,16.67,19.55",arithmetic
"6.41,7.96,9.51,11.07,12.62,14.17",arithmetic
"-8.78,-6.41,-4.03,-1.66,0.71,3.08,5.45,7.82,10.19,12.56,14.93",arithmetic
"-5.31,-4.28,-3.24,-2.21,-1.17,-0.13",arithmetic
"-7.22,-4.33,-1.44,1.45,4.34,7.23",arithmetic
"-0.19,0.65,1.49,2.33,3.16,4.00,4.84,5.68",arithmetic
"-9.76,-7.63,-5.50,-3.37,-1.24,0.89,3.02",arithmetic
"-9.51,-7.12,-4.73,-2.34,0.06,2.45",arithmetic
"4.49,7.09,9.68,12.28,14.87,17.47,20.06,22.66,25.25,27.84,30.44",arithmetic
"5.97,7.76,9.55,11.35,13.14,14.93,16.72,18.51,20.30,22.10",arithmetic
"-4.24,-3.54,-2.84,-2.13,-1.43,-0.73,-0.03,0.68",arithmetic
"6.39,7.51,8.63,9.75,10.87,11.99,13.11",arithmetic
"-0.80,1.40,3.60,5.80,8.00,10.20,12.39,14.59,16.79,18.99",arithmetic
"2.44,3.17,3.89,4.62,5.35,6.08,6.81",arithmetic
"6.20,8.95,11.69,14.44,17.19,19.94,22.68,25.43,28.18,30.92,33.67",arithmetic
"0.73,2.46,4.19,5.92,7.66",arithmetic
"5.64,6.93,8.23,9.52,10.81,12.10,13.40,14.69,15.98,17.27",arithmetic
"3.49,5.96,8.44,10.91,13.39,15.87,18.34",arithmetic
"-6.84,-6.34,-5.83,-5.33,-4.82,-4.32,-3.81,-3.31,-2.80",arithmetic
"8.44,10.84,13.24,15.65,18.05,20.45,22.85,25.26,27.66,30.06",arithmetic
"1.19,3.69,6.19,8.69,11.19",arithmetic
"9.46,11.94,14.41,16.89,19.37,21.84,24.32",arithmetic
"6.55,7.13,7.71,8.28,8.86,9.44,10.02,10.59,11.17,11.75",arithmetic
"3.58,4.92,6.25,7.59,8.92,10.26",arithmetic
"1.55,3.44,5.33,7.22,9.11,11.00,12.89,14.78",arithmetic
"9.26,12.18,15.11,18.04,20.96,23.89,26.81,29.74,32.66,35.59,38.52",arithmetic
"0.07,0.68,1.28,1.89,2.50,3.11,3.72,4.33",arithmetic
"-2.61,-0.20,2.20,4.61,7.01",arithmetic
"6.29,9.02,11.75,14.48,17.21,19.95,22.68,25.41,28.14,30.87,33.60",arithmetic
"0.66,3.56,6.45,9.35,12.25,15.15,18.04",arithmetic
"-8.34,-6.93,-5.52,-4.11,-2.71,-1.30",arithmetic
"4.38,6.34,8.31,10.27,12.23,14.19",arithmetic
"-4.02,-1.39,1.24,3.87,6.51,9.14",arithmetic
"-3.90,-2.24,-0.58,1.08,2.75",arithmetic
"8.01,10.63,13.26,15.88,18.51,21.14,23.76,26.39",arithmetic
"-6.31,-3.88,-1.44,0.99,3.43,5.86,8.30,10.74",arithmetic
"7.70,10.69,13.68,16.67,19.65,22.64",arithmetic
"5.09,7.91,10.73,13.54,16.36,19.18,21.99",arithmetic
"-0.96,1.67,4.30,6.93,9.56",arithmetic
"-2.51,-0.22,2.07,4.37,6.66,8.95,11.25,13.54,15.83,18.12",arithmetic
"-4.98,-2.72,-0.46,1.81,4.07,6.33,8.59",arithmetic
"-5.68,-4.16,-2.63,-1.10,0.43,1.96",arithmetic
"-7.63,-5.71,-3.79,-1.88,0.04,1.95,3.87",arithmetic
"-5.89,-4.44,-2.99,-1.55,-0.10,1.35,2.80,4.24,5.69,7.14",arithmetic
"5.49,6.19,6.88,7.58,8.28,8.98,9.67",arithmetic
"-8.92,-7.50,-6.08,-4.66,-3.24,-1.82,-0.40,1.02,2.44,3.86,5.28",arithmetic
"-3.68,-1.44,0.80,3.04,5.28,7.51",arithmetic
"6.60,7.66,8.72,9.78,10.84,11.90",arithmetic
"5.13,7.91,10.70,13.48,16.27,19.05,21.84,24.62,27.41,30.19,32.98",arithmetic
"-4.54,-3.49,-2.44,-1.39,-0.33,0.72,1.77,2.83,3.88,4.93,5.99",arithmetic
"-0.01,1.96,3.93,5.90,7.87,9.84,11.81,13.78,15.75,17.72",arithmetic
"-5.36,-2.76,-0.15,2.45,5.06,7.66,10.26,12.87",arithmetic
"-2.16,-1.52,-0.89,-0.25,0.39,1.03",arithmetic
"7.03,8.86,10.70,12.53,14.37,16.20,18.04,19.87,21.71,23.54",arithmetic
"-3.43,-1.18,1.08,3.33,5.59",arithmetic
"1.41,2.03,2.64,3.26,3.88,4.50,5.12,5.74",arithmetic
"-3.87,-1.20,1.46,4.13,6.80,9.46,12.13,14.80,17.46,20.13,22.80",arithmetic
"1.39,2.71,4.03,5.36,6.68,8.00,9.32,10.64,11.96,13.29",arithmetic
"0.69,1.61,2.53,3.45,4.37",arithmetic
"-4.38,-3.18,-1.99,-0.79,0.40,1.60,2.80,3.99,5.19",arithmetic
"-7.75,-5.86,-3.97,-2.07,-0.18,1.71,3.60,5.49,7.38,9.27,11.16",arithmetic
"-0.62,-0.12,0.38,0.88,1.38,1.88,2.38,2.88,3.39,3.89",arithmetic
"7.54,8.58,9.62,10.66,11.70",arithmetic
"7.89,8.96,10.02,11.08,12.14,13.20,14.26,15.32,16.39,17.45",arithmetic
"1.11,1.85,2.58,3.31,4.04,4.77,5.50,6.24,6.97",arithmetic
"-5.55,-3.45,-1.34,0.76,2.86,4.96,7.06,9.16,11.27",arithmetic
"3.41,4.34,5.27,6.20,7.13,8.05,8.98,9.91,10.84,11.77,12.70",arithmetic
"-4.40,-3.74,-3.08,-2.42,-1.76,-1.11,-0.45,0.21",arithmetic
"-8.12,-5.59,-3.05,-0.52,2.01,4.55,7.08,9.62",arithmetic
"-6.32,-3.83,-1.33,1.17,3.67,6.17,8.66,11.16,13.66,16.16",arithmetic
"-1.63,0.87,3.38,5.88,8.39,10.89",arithmetic
"-5.43,-3.38,-1.34,0.70,2.74,4.78",arithmetic
"2.52,4.73,6.94,9.16,11.37,13.59,15.80",arithmetic
"9.19,11.61,14.02,16.44,18.86,21.28,23.70,26.12,28.54,30.96",arithmetic
"-9.89,-6.91,-3.94,-0.96,2.02,4.99",arithmetic
"0.22,2.73,5.23,7.74,10.25,12.76,15.26,17.77,20.28",arithmetic
"-7.97,-5.57,-3.17,-0.76,1.64",arithmetic
"-8.78,-6.72,-4.65,-2.59,-0.52,1.54,3.61,5.67",arithmetic
"-7.80,-5.16,-2.52,0.12,2.76,5.40,8.03,10.67",arithmetic
"0.81,2.70,4.60,6.49,8.39,10.29,12.18,14.08,15.97",arithmetic
"5.98,8.43,10.88,13.33,15.78,18.24,20.69,23.14,25.59",arithmetic
"3.61,4.81,6.00,7.20,8.40,9.60,10.79,11.99,13.19,14.39,15.58",arithmetic
"-9.10,-7.73,-6.36,-4.99,-3.63",arithmetic
"-8.45,-6.33,-4.22,-2.10,0.01,2.13,4.24",arithmetic
"-9.94,-9.00,-8.05,-7.11,-6.16,-5.22,-4.27",arithmetic
"3.23,5.54,7.84,10.15,12.46,14.76,17.07,19.38,21.68",arithmetic
"6.98,9.09,11.20,13.32,15.43,17.54,19.65,21.77,23.88",arithmetic
"-3.09,-1.64,-0.18,1.27,2.72,4.17,5.62,7.08,8.53,9.98,11.43",arithmetic
"-5.51,-2.78,-0.05,2.69,5.42,8.15,10.88,13.62,16.35,19.08,21.81",arithmetic
"-8.98,-8.35,-7.72,-7.09,-6.46,-5.83,-5.20,-4.58,-3.95,-3.32",arithmetic
"0.79,3.05,5.30,7.55,9.81,12.06,14.32,16.57,18.83,21.08",arithmetic
"-6.40,-5.86,-5.32,-4.78,-4.24,-3.70,-3.16,-2.62,-2.08,-1.55,-1.01",arithmetic
"1.58,3.25,4.93,6.60,8.27,9.94,11.62,13.29,14.96,16.64",arithmetic
"-9.15,-7.73,-6.31,-4.89,-3.48,-2.06,-0.64,0.78",arithmetic
"9.87,12.45,15.03,17.61,20.19,22.77",arithmetic
"-9.80,-8.94,-8.08,-7.22,-6.37,-5.51,-4.65,-3.79,-2.94,-2.08",arithmetic
"1.49,4.47,7.45,10.43,13.41,16.39,19.37,22.35",arithmetic
"8.42,10.67,12.92,15.17,17.43,19.68,21.93,24.18",arithmetic
"-4.36,-3.68,-3.00,-2.31,-1.63,-0.95,-0.27",arithmetic
"1.15,2.45,3.76,5.07,6.38",arithmetic
"5.80,8.03,10.25,12.48,14.71,16.94,19.17,21.40",arithmetic
"-3.09,-2.59,-2.09,-1.59,-1.08,-0.58,-0.08,0.42,0.93",arithmetic
"-4.23,-3.48,-2.74,-1.99,-1.25,-0.50,0.24,0.99,1.73",arithmetic
"-6.26,-3.55,-0.84,1.87,4.58,7.29,10.00,12.71,15.42",arithmetic
"8.86,10.30,11.75,13.20,14.64,16.09,17.54,18.98,20.43,21.88",arithmetic
"5.65,6.98,8.31,9.65,10.98,12.31,13.65,14.98,16.31,17.65,18.98",arithmetic
"1.89,4.00,6.12,8.23,10.34",arithmetic
"-1.86,-0.70,0.47,1.64,2.81,3.97,5.14,6.31",arithmetic
"-7.80,-6.87,-5.93,-5.00,-4.06,-3.13,-2.19,-1.26,-0.32,0.61,1.55",arithmetic
"-5.29,-4.22,-3.15,-2.08,-1.00,0.07,1.14",arithmetic
"-5.22,-3.87,-2.51,-1.15,0.21,1.57,2.93,4.29",arithmetic
"-0.08,2.38,4.83,7.28,9.73,12.18,14.63,17.09",arithmetic
"-0.49,1.85,4.20,6.55,8.89,11.24,13.59,15.93",arithmetic
"7.22,8.73,10.24,11.75,13.26,14.77,16.28,17.79",arithmetic
"-5.08,-4.01,-2.94,-1.88,-0.81",arithmetic
"8.24,10.96,13.68,16.40,19.12",arithmetic
"4.06,5.84,7.63,9.41,11.20,12.98",arithmetic
"8.45,10.44,12.42,14.41,16.39,18.38,20.36,22.35",arithmetic
"-3.07,-0.76,1.56,3.87,6.19,8.51",arithmetic
"7.93,8.62,9.30,9.99,10.67,11.36,12.04,12.72",arithmetic
"9.56,10.24,10.93,11.61,12.30,12.98,13.67,14.36",arithmetic
"-8.07,-6.20,-4.34,-2.48,-0.61,1.25,3.11,4.97,6.84,8.70",arithmetic
"8.53,10.83,13.13,15.43,17.73,20.03,22.33,24.63,26.93,29.23",arithmetic
"-4.64,-3.52,-2.41,-1.29,-0.17,0.94,2.06",arithmetic
"-2.18,-0.53,1.12,2.77,4.41,6.06,7.71,9.36",arithmetic
"3.64,5.62,7.60,9.59,11.57,13.56,15.54,17.53,19.51",arithmetic
"4.79,7.40,10.00,12.61,15.21,17.82,20.42",arithmetic
"9.11,11.76,14.41,17.06,19.70,22.35",arithmetic
"-5.40,-4.49,-3.58,-2.67,-1.76",arithmetic
"3.72,6.22,8.72,11.22,13.72",arithmetic
"-2.93,-0.22,2.48,5.19,7.90,10.60,13.31",arithmetic
"-0.87,1.41,3.69,5.98,8.26,10.54,12.83,15.11,17.39,19.68",arithmetic
"7.70,10.12,12.53,14.94,17.36,19.77,22.19",arithmetic
"8.45,10.98,13.51,16.04,18.57,21.09,23.62,26.15",arithmetic
"-5.44,-4.51,-3.59,-2.66,-1.73,-0.81,0.12,1.04",arithmetic
"9.94,11.12,12.29,13.47,14.64",arithmetic
"-7.74,-5.56,-3.38,-1.21,0.97",arithmetic
"5.87,8.54,11.20,13.86,16.52,19.18,21.84,24.51",arithmetic
"9.88,11.84,13.80,15.76,17.72",arithmetic
"-6.42,-4.44,-2.45,-0.46,1.52,3.51",arithmetic
"8.71,11.64,14.56,17.48,20.40,23.32",arithmetic
"3.89,4.41,4.92,5.44,5.96,6.48",arithmetic
"5.87,6.54,7.20,7.87,8.54",arithmetic
"6.83,9.08,11.32,13.56,15.81",arithmetic
"1.92,4.53,7.14,9.76,12.37,14.98,17.59,20.21,22.82,25.43",arithmetic
"-8.55,-6.35,-4.16,-1.96,0.24,2.43",arithmetic
"0.18,1.62,3.07,4.52,5.97,7.42,8.87,10.32,11.77",arithmetic
"6.21,8.80,11.38,13.97,16.55,19.14,21.72,24.31,26.89",arithmetic
"-1.27,-0.59,0.09,0.77,1.46,2.14,2.82,3.51,4.19,4.87",arithmetic
"1.25,3.83,6.42,9.01,11.60",arithmetic
"-4.01,-1.25,1.51,4.27,7.03,9.79",arithmetic
"-3.21,-2.53,-1.85,-1.18,-0.50,0.17,0.85",arithmetic
"-3.55,-2.13,-0.70,0.73,2.15,3.58,5.00,6.43,7.85,9.28",arithmetic
"2.38,4.96,7.54,10.12,12.70",arithmetic
"-7.81,-5.93,-4.06,-2.19,-0.32,1.56,3.43,5.30,7.17,9.04",arithmetic
"-7.12,-5.53,-3.93,-2.33,-0.73,0.87,2.47,4.07,5.66,7.26",arithmetic
"4.81,7.15,9.49,11.82,14.16,16.50,18.84,21.18,23.51",arithmetic
"2.28,4.60,6.93,9.26,11.58,13.91,16.24",arithmetic
"-5.41,-2.48,0.46,3.40,6.34,9.28,12.22,15.16",arithmetic
"4.94,6.56,8.18,9.80,11.42,13.04",arithmetic
"-8.16,-6.14,-4.12,-2.10,-0.08,1.94,3.96,5.98,8.00,10.01",arithmetic
"-6.86,-3.90,-0.95,2.00,4.95,7.91,10.86,13.81,16.76,19.72,22.67",arithmetic
"5.70,7.42,9.14,10.85,12.57,14.28,16.00",arithmetic
"-6.13,-4.71,-3.29,-1.86,-0.44,0.98",arithmetic
"0.79,3.46,6.14,8.81,11.49",arithmetic
"-6.97,-5.42,-3.87,-2.32,-0.77,0.78,2.34,3.89,5.44,6.99,8.54",arithmetic
"4.56,6.08,7.60,9.12,10.64,12.16,13.68,15.20,16.72,18.24",arithmetic
"1.62,2.84,4.07,5.29,6.52,7.74,8.97,10.19,11.42,12.64,13.87",arithmetic
"7.94,10.14,12.35,14.56,16.76,18.97,21.18,23.38,25.59,27.79",arithmetic
"2.39,5.10,7.81,10.53,13.24",arithmetic
"7.18,8.01,8.84,9.67,10.50,11.33,12.16,12.99,13.82,14.66,15.49",arithmetic
"1.38,1.91,2.45,2.98,3.51,4.04,4.58,5.11,5.64,6.17",arithmetic
"-4.04,-2.19,-0.35,1.50,3.34,5.19,7.03",arithmetic
"0.98,3.90,6.82,9.74,12.66,15.58,18.50,21.42",arithmetic
"8.01,10.54,13.07,15.60,18.13,20.66,23.19,25.71,28.24",arithmetic
"-8.94,-6.96,-4.97,-2.99,-1.01,0.97,2.95,4.94,6.92,8.90,10.88",arithmetic
"-7.14,-5.99,-4.85,-3.70,-2.56,-1.41,-0.26,0.88,2.03,3.17,4.32",arithmetic
"-3.00,-1.37,0.27,1.90,3.53,5.16,6.79,8.42,10.05",arithmetic
"-9.04,-7.45,-5.85,-4.25,-2.65,-1.05",arithmetic
"-7.50,-5.31,-3.11,-0.91,1.29",arithmetic
"-8.74,-6.81,-4.88,-2.94,-1.01,0.92,2.85",arithmetic
"10.00,10.67,11.35,12.03,12.71,13.39",arithmetic
"-1.31,1.27,3.85,6.43,9.01,11.59,14.17,16.75,19.33,21.90",arithmetic
"0.78,2.87,4.95,7.03,9.12,11.20,13.29,15.37,17.45",arithmetic
"-9.15,-7.98,-6.81,-5.64,-4.47",arithmetic
"-2.68,-1.57,-0.46,0.65,1.76,2.87,3.99",arithmetic
"-1.22,1.00,3.22,5.44,7.67,9.89,12.11,14.33",arithmetic
"-8.39,-5.78,-3.17,-0.56,2.05,4.66,7.27,9.88,12.49",arithmetic
"9.05,9.91,10.77,11.64,12.50,13.36,14.22,15.09,15.95,16.81,17.67",arithmetic
"6.57,9.39,12.22,15.04,17.86,20.68,23.51,26.33",arithmetic
"-7.56,-4.67,-1.77,1.12,4.02,6.91",arithmetic
"-5.64,-3.37,-1.10,1.16,3.43,5.70,7.97",arithmetic
"-8.61,-6.82,-5.04,-3.26,-1.48,0.30",arithmetic
"-1.13,0.40,1.93,3.45,4.98,6.51,8.04,9.57,11.10,12.63,14.16",arithmetic
"-6.66,-3.73,-0.80,2.13,5.05,7.98,10.91,13.84,16.76,19.69,22.62",arithmetic
"6.52,8.83,11.13,13.44,15.75",arithmetic
"-3.49,-2.21,-0.92,0.36,1.64,2.93,4.21,5.50,6.78",arithmetic
"1.56,4.32,7.09,9.86,12.62,15.39,18.15",arithmetic
"-7.24,-4.91,-2.58,-0.25,2.08,4.41,6.75,9.08,11.41,13.74",arithmetic
"4.76,5.70,6.64,7.58,8.52,9.46,10.40,11.34",arithmetic
"1.37,4.12,6.86,9.60,12.34",arithmetic
"4.43,5.27,6.11,6.95,7.80,8.64,9.48,10.32,11.16,12.01",arithmetic
"-9.91,-8.81,-7.72,-6.63,-5.53,-4.44",arithmetic
"4.63,6.30,7.97,9.64,11.31,12.98,14.65",arithmetic
"7.09,9.95,12.80,15.65,18.50,21.35",arithmetic
"1.73,2.55,3.37,4.18,5.00,5.82,6.64",arithmetic
"-1.12,0.41,1.95,3.48,5.01,6.54,8.08",arithmetic
"1.47,3.05,4.63,6.22,7.80,9.38,10.96,12.55,14.13,15.71",arithmetic
"-0.25,2.35,4.94,7.54,10.14",arithmetic
"-1.60,0.99,3.58,6.17,8.77,11.36,13.95,16.54,19.13,21.72",arithmetic
"1.62,3.41,7.17,15.08,31.72",geometric
"1.02,1.24,1.51,1.84,2.23,2.71",geometric
"1.97,3.77,7.21,13.81,26.44",geometric
"2.99,6.31,13.28,27.98,58.92",geometric
"2.49,4.12,6.81,11.25,18.60",geometric
"0.68,1.65,3.95,9.50,22.85",geometric
"1.53,2.12,2.92,4.03",geometric
"1.89,4.20,9.36,20.84",geometric
"0.77,1.42,2.62,4.85,8.95",geometric
"1.09,2.18,4.37,8.75,17.53,35.13",geometric
"1.02,2.38,5.54,12.92,30.14,70.29,163.94",geometric
"1.21,2.82,6.56,15.24,35.43,82.35,191.44",geometric
"0.75,1.47,2.91,5.75,11.37,22.47,44.40",geometric
"2.29,5.57,13.53,32.88",geometric
"1.00,1.34,1.78,2.38",geometric
"0.76,1.38,2.50,4.54,8.23,14.93,27.07",geometric
"2.31,3.34,4.83,6.99,10.11,14.62,21.15",geometric
"2.56,5.51,11.88,25.61,55.22,119.05",geometric
"2.23,4.38,8.59,16.84,33.02,64.74",geometric
"2.45,3.92,6.29,10.09,16.17",geometric
"1.62,2.78,4.77,8.20",geometric
"1.68,2.32,3.20,4.41,6.07,8.37",geometric
"1.12,1.40,1.76,2.21,2.77",geometric
"1.48,1.98,2.64,3.52,4.70,6.28,8.39",geometric
"1.39,3.17,7.21,16.41,37.36",geometric
"1.71,3.20,5.98,11.17,20.87",geometric
"1.97,3.18,5.14,8.30",geometric
"2.33,3.51,5.28,7.96,11.98",geometric
"0.63,1.04,1.73,2.85",geometric
"1.70,3.00,5.29,9.33,16.45,29.00,51.13",geometric
"2.66,4.98,9.34,17.52,32.85,61.60",geometric
"1.20,1.60,2.15,2.88,3.86",geometric
"2.85,6.82,16.32,39.02",geometric
"0.58,1.06,1.93,3.53,6.44,11.76,21.47",geometric
"2.81,5.97,12.68,26.93",geometric
"2.37,3.18,4.27,5.73,7.69",geometric
"1.67,3.63,7.89,17.15,37.25,80.91,175.75",geometric
"2.51,4.42,7.77,13.68",geometric
"2.62,3.65,5.06,7.03,9.77",geometric
"1.71,3.57,7.46,15.59",geometric
"2.03,4.70,10.88,25.18,58.28,134.87",geometric
